Country,Website,Publisher Name,Twitter Handle,Twitter Followers,FB Handle,FB Followers,Instagram Handle,Instagram Followers,Youtube Handle,Youtube Subscribers,Logo Image,Primary Colour,Secondary Colour,Language
Pakistan,brecorder.com,Business Recorder,@brecorder,37.3K,@businessrecor,"605,773",@businessrecorder,"3,587",NaN,NaN,https://pbs.twimg.com/profile_images/979296891065323521/ypzVEIRk_400x400.jpg,#000000,#ffffff,English
Pakistan,pakistantoday.com.pk,Pakistan Today,@ePakistanToday,169K,@PakistanToday,"1,264,438",@PakistanToday,117,NaN,NaN,https://pbs.twimg.com/profile_images/378800000488103076/d816d233f247ec32dcdf2e2412c1e650_400x400.png,#000000,#ffffff,English
Pakistan,thefrontierpost.com,The Frontier Post,@thefrontierpost,"4,818",@thefrontierpost,"27,164",@thefrontierpost,226,NaN,NaN,https://pbs.twimg.com/profile_images/1312259593288978434/4SmBQ-MG_400x400.jpg,#000000,#ffffff,English
Pakistan,nawaiwaqt.com.pk,Nawa-i-Waqt,@nawaiwaqt,938,@nawaiwaqt,"1,602,388",@nawaiwaqt,10.8K,NaN,NaN,https://pbs.twimg.com/profile_images/3740305870/77f5e177671756bba3d12ce8114c238a_400x400.jpeg,#000000,#ffffff,Urdu
Pakistan,thefridaytimes.com,The Friday Times,@TFT_,35.8K,@FridayTimesPakistan,"32,737",NaN,NaN,NaN,NaN,https://scontent.flos5-1.fna.fbcdn.net/v/l/t1.0-9/73066036_2823350951016978_744480903715094528_n.jpg?_nc_cat=108&ccb=2&_nc_sid=09cbfe&_nc_eui2=AeHIK7mDBefr5jfyZxbgQ6cvpgdyMQUVps-mB3IxBRWmzw7I37Y66pKTJ9sUgZ8fxTPATfpqvfVy2SsVxKqHcs2m&_nc_ohc=rja1oBfgDiAAX9gPyrS&_nc_oc=AQlhm8KjAiz8UIPILQvrhLTn6HEW4bMOCNjOmRDIgsA3p2k-kqjdJ-Hg8r1boj_9OnI&_nc_ht=scontent.flos5-1.fna&oh=42aa18de9b5161f84c88fed0705fccc8&oe=5FC7EF2F,#000000,#ffffff,English
Pakistan,bolnews.com,BolNetwork,@bolnetwork,1.1M,@bolnetwork,"5,171,313",@bolnetwork,202k,@bolnews,1.65M,https://pbs.twimg.com/profile_images/1228537854168588289/yy3j9xS-_400x400.jpg,#C72026,#ffffff,Urdu
Pakistan,jasarat.com,Jasarat News,@JasaratAlert,"4,066",@jasaratonline,"86,808",@jasar.at,73,@Jasaratnews,297,https://pbs.twimg.com/profile_images/1300416598562484226/fB31dh4y_400x400.jpg,#0260AD,#ffffff,Urdu
Pakistan,millat.com,Millat dot Com,@millat700,389,@Millatdotcom,"121,304",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/797400271739637761/13NryM_u_400x400.jpg,#000000,#ffffff,Urdu
Pakistan,dailyaaj.com.pk,Daily AAJ,@dailyaajupdates,"1,443",@dailyaajupdates,"55,425",@dailyaajupdates,"1,231",@dailyaajupdates,50,https://pbs.twimg.com/profile_images/1024711136262926341/dweXua9A_400x400.jpg,#186FB9,#ffffff,Urdu
Pakistan,chitralnews.com,ChitralNews,@chitralnews,"1,028",@chitralnewsofficial,"4,514",NaN,NaN,NaN,NaN,https://scontent.flos5-1.fna.fbcdn.net/v/t1.0-9/98030135_3121701727851090_7378567911163559936_n.jpg?_nc_cat=101&ccb=2&_nc_sid=09cbfe&_nc_eui2=AeGIxEgaIRzKWVtuIIy9J1LP7d1D459My0vt3UPjn0zLS1uVzjII4zKsK9zn5cmdy1_aWW8sRdozg28eKiaSEHAP&_nc_ohc=wHUsijRRbMcAX8d4_0t&_nc_ht=scontent.flos5-1.fna&oh=727a979a4dcb8ec93c69abbbdcde08d7&oe=5FC95309,#00AFF0,#ffffff,English
Pakistan,dailynht.com,NHT,@NHT36032898,36,@nht,"7,524",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/869831396780646400/ndPui378_400x400.jpg,#000000,#ffffff,English/Urdu
Pakistan,dailyibrat.com,Daily Ibrat,@dailyibrat,664,@dailyibrat,"10,527",NaN,NaN,NaN,NaN,https://scontent.flos5-1.fna.fbcdn.net/v/t1.0-9/43448545_2127941130584682_1662048396753502208_n.jpg?_nc_cat=101&ccb=2&_nc_sid=e3f864&_nc_eui2=AeGvftTE9ny683tHGrtRtx74o6M12RzLGDejozXZHMsYN7-_9OVa0veLGm3SfpV5ex_vjsPt34ce-1JKOuv6sQ-z&_nc_ohc=p1_3PuiyC74AX9bfTGV&_nc_ht=scontent.flos5-1.fna&oh=23e27ab7f4c238d2d79e85facc425002&oe=5FC9E9BE,#0F97CA,#ffffff,Sindhi
Pakistan,ummat.com.pk,Dailyummat,@Dailyummat,47.6K,@ummat,"128,230",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/1850717995/Jahanzaib_400x400.jpg,#2B286F,#ffffff,Urdu
Pakistan,innnews.pk,INN News,@innnewsofficial,23,@innnewsofficial,"54,171",@innnewsofficial,64,@innnewsofficial,22,https://pbs.twimg.com/profile_images/1030162169504116741/neuw1OHU_400x400.jpg,#D9101B,#ffffff,Urdu/English
Pakistan,arydigital.tv,arydigitalasia,@arydigitalasia,296.4K,@arydigital.tv,"4,751,877",@arydigital.tv,2M,@arydigital,17M,https://pbs.twimg.com/profile_images/1300563231560400896/Cn-q3u9__400x400.jpg,#000000,#ffffff,Urdu/English
Pakistan,dunyanews.tv,Dunya News,@DunyaNews,1.9M,@DunyaNews,"10,740,275",@DunyaNews,3.83M,@DunyaNews,363,https://pbs.twimg.com/profile_images/1294348390864650243/lQMg5PJx_400x400.jpg,#000000,#ffffff,Urdu/English
Pakistan,defence.pk,Pakistan Defence,@defence_pk,"5,799",@pakistanidefence,"8,035,114",defencepk,299K,NaN,NaN,https://pbs.twimg.com/profile_images/1274457179626627073/plnAUtix_400x400.jpg,#024345,#ffffff,English
Pakistan,thenewstribe.com,The News Tribe,@thenewstribe.com,180,@thenewstribe,"1,891,498",@thenewstribe,76,@thenewstribe,244,https://pbs.twimg.com/profile_images/1000804441317093381/UM_LMdIf_400x400.jpg,#1A75BC,#ffffff,English
Pakistan,awamiweb.com,Awami Web,@awamiweb,"7,158",@awamiweb,"2,497,029",@awami_web,33.6K,@awamiweb,38.7K,https://pbs.twimg.com/profile_images/489346794694791168/ptTKy1A6_400x400.jpeg,#008800,#ffffff,English
Pakistan,urdupoint.com,Urdu Point,@dailyurdupoint,136.8K,@urdupoint.network,"10,926,918",@urdupoint_com,357k,@dailyurdupoint,3.08M,https://pbs.twimg.com/profile_images/742441437070012422/ioPGQn1W_400x400.jpg,#000000,#ffffff,Urdu
Pakistan,tribune.com.pk,Express Tribune,@etribune,997.4K,@etribune,"2,333,993",@etribune,243K,@theexpresstribune,51K,https://pbs.twimg.com/profile_images/715038146715627521/eu-dn8Pt_400x400.jpg,#000000,#ffffff,English
Pakistan,cricketpakistan.com.pk,Cricket Pakistan,@cricketpakcompk,17.6k,@cricketpakistaneng,"46,463",officialcricketpakistan,33.1k,@cricketpakistan,59k,https://pbs.twimg.com/profile_images/1103576967004241920/w99B1ugl_400x400.png,#003C30,#ffffff,English
Pakistan,awaztv.tv,Awaz Tv Official,@awaz_official,539,@awaztvkarachi,"86,390",NaN,NaN,@awaztv,83.8K,https://pbs.twimg.com/profile_images/786625150837989376/iwQns0z-_400x400.jpg,#DA0000,#ffffff,Urdu
Philipphine,newsinfo.inquirer.net,Inquirer,@inquirerdotnet,3.1m,@inquirerdotnet,"6,854,088",@inquirerdotnet,177K,@inquirerdotnet,532K,https://pbs.twimg.com/profile_images/1243426237306949640/Kvl6P6xd_400x400.jpg,#0B72B5,#ffffff,English
Philipphine,manilatimes.net,The Manila Times,@themanilatimes,98.1K,@themanilatimesonline,"462,781",@manilatimes,"6,061",@themanilatimes,8.86K,https://pbs.twimg.com/profile_images/1181271039138885632/lPil_2M0_400x400.jpg,#000000,#ffffff,English
Philipphine,bworldonline.com,Business World,@bworldph,45.7K,@bworldph,"122,626",@bworldph,"3,867",NaN,NaN,https://pbs.twimg.com/profile_images/1042618949454557184/MGr9hmoM_reasonably_small.jpg,#000000,#ffffff,English
Philipphine,eaglenews.ph,Eagle News,@eaglenews,23K,@eaglenews,"364,967",@eaglenews,29.3K,@eaglenews,269K,https://pbs.twimg.com/profile_images/1143854904102072322/N-H5nBny_400x400.png,#5D5AA0,#ffffff,English
Philipphine,tempo.com.ph,Tempo- Newspaper,@tempoPHL,"2,821",@tempophl,"14,510",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/821978153820176384/7bt3XMHo_400x400.jpg,#C20000,#ffffff,English
Philipphine,sunstar.com.ph,Sun Star Philipphine,@sunstaronline,208.8K,@sunstarphilippine,"357,577",@sunstaronline,"1,562",@sunstarphilippine,42.6K,https://pbs.twimg.com/profile_images/819113924830248960/_Ae6x4AH_400x400.jpg,#0266B1,#ffffff,English
Philipphine,mb.com.ph,Manila Bulletin News,@manilabulletin,810K,@manilabulletin,"3,571,362",@manilabulletin,118K,@manilabulletin,236K,https://pbs.twimg.com/profile_images/1145117960840736768/JxSshlWs_400x400.jpg,#2E3192,#ffffff,English
Philipphine,businessmirror.com.ph,Business Mirror,@businessmirror,31.8K,@businessmirror,"44,101",@businessmirror,"1,882",NaN,NaN,https://pbs.twimg.com/profile_images/1153204453983416320/GH77T3wt_400x400.jpg,#000000,#ffffff,English
Philipphine,abante.com.ph,Abante News,@abantenews,"8,531",@mobileabante,"1,392,770",abante_tnt,"9,027",@abante,56.6K,https://pbs.twimg.com/profile_images/1059755389900607488/tihHI2HP_400x400.jpg,#DC302C,#ffffff,Tagalog
Philipphine,manilastandard.net,Manila Standard,@mlastandard,44.5K,@manilastandardph,"114,589",@manilastandard,"1,304",NaN,NaN,https://pbs.twimg.com/profile_images/1234685502432768001/8K2RfgXS_400x400.jpg,#0075AD,#ffffff,English
Philipphine,journal.com.ph,Journal Online,@journalonlineph,133,@journalonlineph,"1,744",@journalonlineph,7,@journalonlineph,22,https://pbs.twimg.com/profile_images/1052176374012698625/0tFXMEe5_400x400.jpg,#C30306,#ffffff,English
Philipphine,tribune.net.ph,Daily Tribune,@tribunephl,"5,427",@tribunephl,"173,634",@tribunephl,"1,707",@tribunenow,3.01k,https://pbs.twimg.com/profile_images/1022310983467851776/F-rOLdV7_400x400.jpg,#0D4FA3,#ffffff,English
Philipphine,malaya.com.ph,Malaya News,@malayanews,680,@malayanews,"13,597",@malaya_businessinsight,162,NaN,NaN,https://scontent.flos1-1.fna.fbcdn.net/v/t1.0-9/11139997_825776037507792_7835873985320939663_n.jpg?_nc_cat=103&ccb=2&_nc_sid=09cbfe&_nc_eui2=AeE3KKQHOIRDjQBtCykdeOvKTa64zCzLZuBNrrjMLMtm4OQ6zBbqzzUTjHazjzS8oFKZHdU6VJpOZY775kMmtJRR&_nc_ohc=Tb2lCGyQwBAAX9p3eFk&_nc_ht=scontent.flos1-1.fna&oh=ba24e8be3b466bb70f19876e22ae2989&oe=5FCF57FA,#4DB2EC,#ffffff,English
Philipphine,manila-shimbum.com,Manila Shimbun,@manilashimbun,"7,071",@jpdesk,631,NaN,NaN,@manilastv,8.62K,https://pbs.twimg.com/profile_images/1484310276/shimbunlogo_400x400.png,#61C0E0,#ffffff,Japanese/English
Philipphine,panaynews.net,Panay News,@panaynewsdotnet,"3,842",@panaynews,"255,584",@panaynewsdotnet,"1,590",@panaynews,617,https://www.panaynews.net/wp-content/uploads/2018/03/panay-news-logo-1.png,#000000,#ffffff,English
Philipphine,pinoyweekly.org,Pinoy Week,@pinoyweekly,"8,052",@pinoyweekly,"32,910",@pinoyweekly,"1,132",@pinoyweekly,1.03K,https://pbs.twimg.com/profile_images/648787989443665921/oTdJNEkm_400x400.jpg,#000000,#ffffff,Tagalog/English
Philipphine,ptvnews.ph,PTVph,@ptvph,155.9K,@ptvph,"3,792,318",@ptvph,65.4K,@ptvph,846K,https://pbs.twimg.com/profile_images/882867360494829568/n4cDpI7n_400x400.jpg,#000000,#ffffff,Filipino/English
Philipphine,pia.gov.ph,PIA Desk,@piadesk,44.1K,@pia.gov,"184,753",@philippineinformationagency,"2,098",@philippineinformationagency,632,https://pbs.twimg.com/profile_images/1248914393238142977/FJivZN7q_400x400.jpg,#000000,#ffffff,English
Philipphine,interaksyon.com,Interaksyon,"@interaksyon",203.5K,"@interaksyon","744,879","@interaksyon","2,165",NaN,NaN,https://pbs.twimg.com/profile_images/1112526314651541505/wkeSIvRI_400x400.png,#000000,#ffffff,English
Philipphine,bicolstandard.com,Bicol Standard ,@bicolstandard,"1,379",@bicolstandard,"37,077",@bicolstandard,"1,538",NaN,NaN,https://pbs.twimg.com/profile_images/931494401259347968/t0o-rGL5_400x400.jpg,#0088FF,#ffffff,English/Bicolano
Philipphine,ourdailynewsonline.com,Our Daily News Online,@odnewsonline,208,@odnewsonline,"6,569",@odnewsonline,22,@odnewsonline,594,https://pbs.twimg.com/profile_images/595670469434601472/DN9J4zGb_400x400.jpg,#FF3D00,#ffffff,English
Philipphine,currentph.com,Current PH,@ph_current,18,@currentphils,"1,465",NaN,NaN,NaN,NaN,https://scontent.flos1-1.fna.fbcdn.net/v/t1.0-9/83041219_184314826302065_6874689619376472064_o.png?_nc_cat=104&ccb=2&_nc_sid=09cbfe&_nc_eui2=AeGPmje6YbtXxq4TInY7WQza-gcWgvT_Ejj6BxaC9P8SODiyeeb28c4Z4Grx41IzPkwAs42kast7ock138_KbDBW&_nc_ohc=Cc2CxX9OnSUAX9Fydrd&_nc_ht=scontent.flos1-1.fna&oh=f774a76c107dc6cd454161ea4435df78&oe=5FD05B5F,#000000,#ffffff,English/Filipino
Philipphine,gmanews.tv,GMA News,@gmanews,5.8M,@gmanews,"17,926,991",@gmanews,1.6M,@gmanews,7.73M,https://pbs.twimg.com/profile_images/1131064290998231041/3by86sfl_400x400.png,#000000,#ffffff,English/Filipino
Philipphine,cebudailynews.inquirer.net,CDN Digital,@cebudailynews,351K,@cdndigital,"2,067,026",@cdndigital,23.5K,@cdndigital,789,https://pbs.twimg.com/profile_images/1265182327656706048/8V1Y-SUe_400x400.jpg,#0B72B5,#ffffff,English
Philipphine,philstar.com,Philstar,@philstarnews,628.1K,@philstarnews,"2,004,956",@philstarnews,42.2K,@philstarnews,87K,https://pbs.twimg.com/profile_images/671525938295799808/_kjNJtS5_400x400.png,#0099CB,#ffffff,English
Philipphine,nordis.net,Northern Dispatch,@nordisonline,"1,036",@nordisonline,"4,336",@nordisonline,291,@nordisonline,1.87K,https://pbs.twimg.com/profile_images/1185875733123489793/6v1Dd79F_400x400.png,#000000,#ffffff,English
Philipphine,davaotoday.com,Davao Today,@davaotoday,"8,529",@davaotoday,"45,938",@davaotoday,"1,129",@davaotoday,1.71K,https://pbs.twimg.com/profile_images/885059128829366272/8fqZb3mm_400x400.jpg,#A40100,#ffffff,English
Philipphine,untvweb.com,UNTV News and Rescue,@untvnewsrescue,81.6K,@untvnewsrescue,"1,181,924",@untvnewsrescue,92.1K,@untvnewsrescue,1.1M,https://pbs.twimg.com/profile_images/1247722277296173057/lgw3_4Jg_400x400.jpg,#000000,#ffffff,English
Philipphine,subicbaynews.com,Subic Bay News,@subicbaynewsnet,"1,270",@subicbaynews,"31,629",@subicbaynews,"1,029",@subicbaynews,19,https://pbs.twimg.com/profile_images/1862652322/sbn_sunset_2_400x400.jpg,#289DCC,#ffffff,English
Philipphine,dailyguardian.com.ph,Daily Guardian,@dailygurdianph,"4,353",@dailyguardianph,"184,890",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/1291352276812980226/AvckxsP7_400x400.jpg,#000000,#ffffff,	English/Hiligaynon
Philipphine,https://yourstory.com/,Your Story,@YourStoryCo,248.4K,@YourStoryCo,"1,740,724",@YourStoryCo,154K,@YourStoryCo,110K,https://pbs.twimg.com/profile_images/1227175081429753858/zxwoh0jH_400x400.png,#EA3934,#ffffff,English
Germany,on.bild.de,Bild,@bild,1.7M,@bild,"2,500,615",@bild,569K,@bild,612K,https://pbs.twimg.com/profile_images/916254721274515458/72vChEJI_400x400.jpg,#DD0000,#ffffff,English/German
Germany,welt.de,Welt,@welt,1.4M,@welt,"1,076,707",@welt,509K,@welt,712K,https://pbs.twimg.com/profile_images/775627854293954561/Y4iLEu_V_400x400.jpg,#003A5A,#ffffff,German/English
Germany,sz.de,Süddeutsche Zeitung,@sz,1.6M,@ihre.sz ,"782,830",@sz,515K,NaN,NaN,https://pbs.twimg.com/profile_images/1243573833010946049/zWamOI0T_400x400.png,#000000,#ffffff,German/English
Germany,Tagesspiegel.de,Tagesspiegel,@Tagesspiegel,420.8K,@Tagesspiegel,"169,871",@Tagesspiegel,67K,@Tagesspiegel,26K,https://pbs.twimg.com/profile_images/989224444152504320/a06BJJ2y_400x400.jpg,#D8232A,#ffffff,German/English
Germany,Handelsblatt.com,Handelsblatt,@Handelsblatt,326.2K,@Handelsblatt,"298,573",@Handelsblatt,242K,@Handelsblatt,26.2K,https://pbs.twimg.com/profile_images/1280410506914869249/HauFDfyf_400x400.jpg,#EE7F00,#ffffff,German/English
Germany,taz.de,Taz,@tazgezwitscher,622.2K,@taz,"304,264",@taz,101K,NaN,NaN,https://pbs.twimg.com/profile_images/1261684711602163713/SC78ikZ5_reasonably_small.png,#CC082C,#ffffff,German/English
Germany,rp-online.de,Rheinische Post,@rponline,212.5K,@rponline,"179,294",@rponline,31K,NaN,NaN,https://pbs.twimg.com/profile_images/954322443509878786/RKmXQ8qE_400x400.jpg,#FFBE00,#ffffff,German/English
Germany,morgenpost.de,Berliner Morgenpost,@morgenpost,280.5K,@morgenpost,"282,000",@morgenpost,56.7K,NaN,NaN,https://pbs.twimg.com/profile_images/1118278022/BM_Twitter_Profil_neu_400x400.png,#000000,#ffffff,German/English
Germany,abendblatt.de,Hamburger Abendblatt,@abendblatt,115.4K,@abendblatt,"131,253",@abendblatt,30.9K,@abendblatt,23.7K,https://pbs.twimg.com/profile_images/662234899668148228/kap7cb2w_400x400.jpg,#000000,#ffffff,German/English
Germany,merkur.de,Merkur,@merkur_de,29k,@merkuronline,"74,648",@merkuronline,10.7K,@merkuronline,11.5K,https://pbs.twimg.com/profile_images/540418941718257665/bQjKv0vI_400x400.jpeg,#008BD0,#ffffff,German/English
Germany,fr.de,FrankfurterRundschau,@fr,204.2K,@FrankfurterRundschau,"99,128",@FrankfurterRundschau,11.7K,@FrankfurterRundschau,277,https://pbs.twimg.com/profile_images/904678367072571392/OBl5YQXV_400x400.jpg,#00A443,#ffffff,German/English
Germany,stuttgarter-zeitung.de,Stuttgarter Zeitung,StZ_News,128.3K,@StuttgarterZeitung,"111,375",@StuttgarterZeitung,41.5K,@StuttgarterZeitung,10.9K,https://pbs.twimg.com/profile_images/1303690880356954112/eR9wbdML_400x400.jpg,#CC9900,#ffffff,German/English
Germany,badische-zeitung.de,Badische Zeitung,@badischezeitung,36.5K,@badischezeitung,"99,904",@bz_live,"1,168",@badischezeitung,14.9k,https://pbs.twimg.com/profile_images/1017717656777093121/PBythCt-_400x400.jpg,#000000,#ffffff,German/English
Germany,fudder.de,Fudder,@fudder,"8,130",@fudder,"33,450",@fudder,12.5k,@fudder,2.43K,https://pbs.twimg.com/profile_images/748916273229225984/gIav3Sew_400x400.jpg,#E83710,#ffffff,German/English
Germany,ksta.de,Kölner Stadt-Anzeiger,@ksta_koeln,125k,@ksta,"162,330",@ksta_koeln,63.7k,NaN,NaN,https://pbs.twimg.com/profile_images/1294270970820276227/jJ0yubOe_400x400.jpg,#0085C8,#ffffff,German/English
Germany,express.de,Express,@express24,"142,2k",@express,"257,715",@expresskoeln,39.9K,@express,12.9K,https://pbs.twimg.com/profile_images/643385266275684352/b9N1TTZ__400x400.png,#ED261A,#ffffff,German/English
Germany,tz.de,TZ,@tzmuenchen,71.7K,@tzmuenchen,"63,495",@tz_muenchen,"6,663",@tzmuenchen,56.5k,https://pbs.twimg.com/profile_images/493742697622945792/qzJB7aUj_400x400.jpeg,#E2001A,#ffffff,German/English
Germany,bz-berlin.de,BZ Berlin,@bzberlin,142.3K,@B.Z Berlin,"137,897",@bzberlin,29.3K,@bzberlin,51.2k,https://pbs.twimg.com/profile_images/458886642598555648/xyftvlqH_400x400.png,#DE0D22,#ffffff,German/English
Germany,berliner-zeitung.de,Berliner Zeitung,@BerlinerZeitung,253k,@BerlinerZeitung,"214,267",@BerlinerZeitung,57.1k,@BerlinerZeitung,2.52K,https://pbs.twimg.com/profile_images/1313118786569015296/rHkt7LxV_400x400.jpg,#000000,#ffffff,German/English
Germany,haz.de,HAZ,@haz,86.7K,@haz,"116,587",@haz,62.7K,NaN,NaN,https://pbs.twimg.com/profile_images/1324303557504454657/4rx1h9k9_400x400.jpg,#3999D5,#ffffff,German/English
Germany,hna.de,HNA-Online,@hna_online,11.2k,@hna,"99,229",NaN,NaN,@hna,33.7K,https://pbs.twimg.com/profile_images/827510517753339906/mo4Aexrr_400x400.jpg,#000000,#ffffff,German/English
Germany,mopo.de,Hamburger Morgenpost,@mopo,226.8k,@hamburgermorgenpos,"207,226",@mopo,55.9k,@hamburgermorgenpost,12.5K,https://pbs.twimg.com/profile_images/700585031912153090/LPBp5cA4_400x400.png,#DF0E1B,#ffffff,German/English
Germany,stuttgarter-nachrichten.de,StN_News,@StN_News,42.1k,@stuttgarternachrichten,"119,624",@stuttgarternachrichten,33.6k,@StN,10.9K,https://pbs.twimg.com/profile_images/663989012529549312/xf2AJZjY_400x400.jpg,#007BC4,#ffffff,German/English
Germany,shz.de,SHZ ,@shz_de,16.5k,@shzonline,"110,222",@shz,25.5K,@shz,17.1k,https://pbs.twimg.com/profile_images/1242131021883211779/J9r-Ahf__400x400.jpg,#000000,#ffffff,German/English
Germany,weser-kurier.de,WESER-KURIER,@weserkurier,56.2k,@weserkurier,"74,396",@weserkurier,33.1k,@weserkurier,4.22K,https://pbs.twimg.com/profile_images/921317267249553408/zeOnan0a_400x400.jpg,#000000,#ffffff,German/English
Germany,saechsische.de,sächsische.de,@saechsischeDE,25.1K,@saechsische.de,"84,317",@saechsische.de,14.8K,@saechsische.de,2.4K,https://pbs.twimg.com/profile_images/1126476076132327431/ClkGt7Kf_400x400.jpg,#000000,#ffffff,German/English
Germany,abendzeitung-muenchen.de,Abendzeitung,@Abendzeitung,58K,@abendzeitung.muenchen,"67,315",@Abendzeitung,"8,702",@Abendzeitung,1.76k,https://pbs.twimg.com/profile_images/1313094021565341696/2TagO7Oa_400x400.jpg,#E2021B,#ffffff,German/English
Germany,suedkurier.de,SÜDKURIER Redaktion,@Suedkurier_News,"8,301",@Suedkurier.News,"35,927",@Suedkurier,"7,482",@Suedkurier,2.51K,https://pbs.twimg.com/profile_images/900316060875988992/nhyN6-Cd_400x400.jpg,#000000,#ffffff,German/English
Germany,nw.de,Neue Westfälische,@nwnews,53.5K,@NeueWestfälische,"70,195",@NeueWestfälische,28k,@NeueWestfälische,474,https://pbs.twimg.com/profile_images/1249991539440451584/xm6UphEW_400x400.png,#D20A11,#ffffff,German/English
Germany,freiepresse.de,Freie Presse,@Freie_Presse,13.8K,@FreiePresse,"112,183",@Freie_Presse,"7,367",@Freie_Presse,8.73K,https://pbs.twimg.com/profile_images/1583374231/icon_512x512px_400x400.png,#66A4D2,#ffffff,German/English
Italy,www.corriere.it,Corriere della Sera,@corriere,2.2M,@corrieredellasera,"3,057,583",@corriere,858k,@corriere,120k,https://pbs.twimg.com/profile_images/844239421696368640/8du2P_fp_400x400.jpg,#49B8F1,#ffffff,Italian
Italy,repubblica.it,Repubblica,@repubblica,3M,@repubblica,"3,859,791",@larepubblica,1.2M,@larepubblica,528K,https://pbs.twimg.com/profile_images/1128063466672148483/ZOWvzKRb_400x400.png,#000000,#ffffff,Italian
Italy,lastampa.it,La Stampa,@lastampa,1.1M,@lastampa,"1,386,854",@la_stampa,346k,@lastampa,67.8K,https://pbs.twimg.com/profile_images/1277897404784816128/g4ylmpeh_400x400.jpg,#000000,#ffffff,Italian
Italy,metronews.it,Metro News Italia,@metronewsitalia,22.2K,@metronewsitalia,"27,844",@metronewsitalia,"1,789",@metronewsitalia,1.87K,https://pbs.twimg.com/profile_images/727877681140932608/HYhphmvT_400x400.jpg,#007632,#ffffff,Italian
Italy,ilmessaggero.it,Il Messaggero,@ilMessaggeroit,438.7K,@ilMessaggeroit,"1,262,677",@ilMessaggeroit,164K,NaN,NaN,https://pbs.twimg.com/profile_images/1085166116178137088/UyZDuylY_400x400.jpg,#000000,#ffffff,Italian
Italy,ilsole24ore.com,IlSole24ORE,@sole24ore,1.4M,@sole24ore,"1,115,400",NaN,NaN,@IlSole24ORE,38.5K,https://pbs.twimg.com/profile_images/907573891240996864/Dt0vL4al_400x400.jpg,#F5E5D5,#ffffff,Italian
Italy,altoadige.it,AltoAdige quotidiano,@alto_adige,10.9K,@AltoAdigequotidiano,"122,773",altoadigeweb,43.8K,NaN,NaN,https://pbs.twimg.com/profile_images/601294754626830336/pVxXFnr7_400x400.png,#4298B6,#ffffff,Italian
Italy,gazzetta.it,LaGazzettadelloSport,@gazzetta_it,1.7M,@LaGazzettadelloSport,"2,144,556",@LaGazzettadelloSport,581,NaN,NaN,https://pbs.twimg.com/profile_images/1007020730767245313/P6VR9MwA_400x400.jpg,#F07821,#FDE9EB,Italian
Italy,ilfattoquotidiano.it,Il Fatto Quotidiano,@fattoquotidiano,2M,@ilfattoquotidiano,"2,363,053",@fattoquotidianoit,294K,@fattoquotidiano,299K,https://pbs.twimg.com/profile_images/1205130924763074560/rKwZjXe-_400x400.jpg,#8E0000,#ffffff,Italian
Italy,gds.it,GDS,@gds_it,30.5K,@giornaledisicilia,"447,673",@giornaledisicilia,71.8K,@giornaledisicilia,4.27k,https://pbs.twimg.com/profile_images/1047781640221671424/25izpoVj_400x400.jpg,#19314C,#ffffff,Italian
Italy,iltempo.it,IL TEMPO,@tempoweb,67.4K,@iltempoquotidiano,"61,722",@thedailytime,"3,493",NaN,NaN,https://scontent.flos1-1.fna.fbcdn.net/v/t1.0-9/10898107_755898897826989_2618839238588890009_n.png?_nc_cat=103&ccb=2&_nc_sid=09cbfe&_nc_eui2=AeGI2ikMmDuGsQs5GK7iY_7s1NscU2DNOVnU2xxTYM05WVQhtMBA9L1vy9_0tDdKeTUeflk5ifIv4j7Dt04rsWCz&_nc_ohc=RNJNmAV76FEAX8WJLrm&_nc_ht=scontent.flos1-1.fna&oh=b3d7092949132670d060b6a8b6be5bd7&oe=5FD1297E,#0A6FBD,#ffffff,Italian
Italy,italiaoggi.it,Italia Oggi,@italiaoggi,46.7K,@italiaoggi,"47,514",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/976045727066574848/qy00cQyN_400x400.jpg,#418E3C,#ffffff,Italian
Italy,https://www.ilgazzettino.it,Gazzettino,@Gazzettino,67.4K,@Gazzettino,"561,754",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/717640387612033024/Iuz8BVBA_400x400.jpg,#005A84,#ffffff,Italian
Italy,liberoquotidiano.it,Quotidiano Libero,@libero_official,268.4k,@liberonews,"470,532",@liberoquotidiano,56k,@Libero daily news,2.38K,https://pbs.twimg.com/profile_banners/123920914/1422865985/1500x500,#104877,#ffffff,Italian
Italy,ilfoglio.it,Il Foglio,@ilfoglio_it,209.4K,@foglio,"172,757",@foglio,31.2k,@Il Foglio,3.21k,https://pbs.twimg.com/profile_images/869103926762754048/81bNnhZt_400x400.jpg,#000000,#ffffff,Italian
Italy,larena.it,L'Arena,@larenait,14.9K,@larenait,"222,137",@larenadiverona,27.9K,NaN,NaN,https://pbs.twimg.com/profile_images/1322171901825921026/MMPlgT4p_400x400.jpg,#073E7C,#ffffff,Italian
